Registry_ID,Site name,Seed URL,Business area 1,Business area 2,Type,Owner,Description,URL status,Redirects to,Preservation status,ACT ID,AWS ID,Accession no,Crawl start date,Crawl frequency,Crawl depth,Licence Status,Notes
WAR103,"Website and Communications, Information Services | University of Edinburgh, The",https://wac.ed.ac.uk/,ISG,"Learning, Teaching and Web",Department,,,Active,,Active UKWA crawl,,253073,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR104,"Artificial Intelligence and its Applications Institute (AIAI) | University of Edinburgh, The",https://web.inf.ed.ac.uk/aiai/,CSE,Informatics,Centre/Institute,,,Retired - redirect,https://informatics.ed.ac.uk/ilcc,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR105,"Institute for Adaptive & Neural Computation | University of Edinburgh, The",https://web.inf.ed.ac.uk/anc/,CSE,Informatics,Centre/Institute,,,Retired - redirect,https://informatics.ed.ac.uk/anc,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR106,"Institute for Computing Systems Architecture | University of Edinburgh, The",https://web.inf.ed.ac.uk/icsa/,CSE,Informatics,Centre/Institute,,,Retired - redirect,https://informatics.ed.ac.uk/icsa,Active UKWA crawl,,253327,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR107,"Institute for Language, Cognition & Computation | University of Edinburgh, The",https://web.inf.ed.ac.uk/ilcc/,CSE,Informatics,Centre/Institute,,,Retired - redirect,https://informatics.ed.ac.uk/ilcc,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR108,"Institute of Perception, Action & Behaviour | University of Edinburgh, The",https://web.inf.ed.ac.uk/ipab/,CSE,Informatics,Centre/Institute,,,Retired - redirect,https://informatics.ed.ac.uk/ipab,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR109,"Biomedical Sciences, Edinburgh Medical School | University of Edinburgh, The",https://biomedical-sciences.ed.ac.uk/,CMVM,Biomedical Sciences,Department,,The Deanery of Biomedical Sciences is part of the College of Medicine and Veterinary Medicine at the University of Edinburgh. The Deanery ,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped large,Umbrella - auto,
WAR110,"Laboratory for Foundations of Computer Science | University of Edinburgh, The",https://web.inf.ed.ac.uk/lfcs/,CSE,Informatics,Centre/Institute,,,Retired - redirect,https://web.inf.ed.ac.uk/lfcs/,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR111,"Accomodation, Catering and Events | University of Edinburgh, The",https://www.accom.ed.ac.uk/,CSG,"Accomodation, Catering & Events",Department,,,Active,,Active UKWA crawl,,253066,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR112,"Artificial Intelligence Applications Institute | University of Edinburgh, The",https://www.aiai.ed.ac.uk/,CSE,Informatics,Centre/Institute,,,Active,,Active UKWA crawl,,253328,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR113,"Alzheimer Scotland Dementia Research Centre | University of Edinburgh, The",https://www.alzscotdrc.ed.ac.uk/,CAHSS,"Philosophy, Psychology & Language Sciences",Centre/Institute,,"Facility providing a research environment for investigations into the causes and treatment of dementia, and care provided by relatives and friends.",Active,,Active UKWA crawl,,253329,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR114,"Angus McIntosh Centre for Historical Linguistics (AMC) | University of Edinburgh, The",https://www.amc.lel.ed.ac.uk/,CAHSS,"Philosophy, Psychology & Language Sciences",Centre/Institute,,,Active,,Active UKWA crawl,,253330,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR115,"APRIL-AI (AI for Productive Research & Innovation in eLectronics) Hub | University of Edinburgh, The",https://www.april.ac.uk/,CSE,Engineering,Research activity,,,Active,,Added to UKWA - AWS,,,,,Monthly,Capped,TBD,
WAR116,"Centre for Business, Climate Change, and Sustainability (B-CCaS) | University of Edinburgh, The",https://www.bccas.business-school.ed.ac.uk/,CAHSS,Business,Centre/Institute,,,Active,,Active UKWA crawl,,253230,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR117,Bilingualism Matters Edinburgh | University of Edinburgh,https://www.bilingualism-matters.ppls.ed.ac.uk/,CAHSS,"Philosophy, Psychology & Language Sciences",Centre/Institute,,,Active,,Ended UKWA crawl,,253332,,22/09/2024,Annual,Capped,Umbrella - auto,
WAR118,"UK Biochar Research Centre | University of Edinburgh, The",https://www.biochar.ac.uk/,CSE,Geosciences,Centre/Institute,,,Active,,Active UKWA crawl,,253574,,03/10/2024,Monthly,Capped,Umbrella - manual,
WAR119,"School of Law | University of Edinburgh, The",https://www.law.ed.ac.uk/,CAHSS,Law,School,,"The School of Law is part of the College of Arts, Humanities and Social Sciences at the University of Edinburgh.",Active,,Active UKWA crawl,,253041,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR120,"Bioresearch and Veterinary Services | University of Edinburgh, The",https://bioresearch-veterinary-services.ed.ac.uk/,CSG,Bioresearch & Veterinary Services,Department,,,Active,,Active UKWA crawl,,253062,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR121,"Centre for Science Education | University of Edinburgh, The",https://www.cfse.ed.ac.uk/,CSE,Physics & Astronomy,Centre/Institute,,,Dormant,,Active UKWA crawl,,253334,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR122,"Causality in Healthcare AI Hub (CHAI) | University of Edinburgh, The",https://www.chai.ac.uk/,CSE,Engineering,Research activity,,,Active,,Added to UKWA - AWS,,,,,Monthly,Capped,TBD,
WAR123,"Centre for South Asian Studies | University of Edinburgh, The",https://www.csas.ed.ac.uk/,CAHSS,Social & Political Sciences,Centre/Institute,,,Active,,Active UKWA crawl,,253335,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR124,"Centre for Science at Extreme Conditions | University of Edinburgh, The",https://www.csec.ed.ac.uk/,CSE,Engineering,Centre/Institute,,,Active,,Active UKWA crawl,,253336,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR125,"Centre of Canadian Studies | University of Edinburgh, The",https://www.cst.ed.ac.uk/,CAHSS,Social & Political Sciences,Centre/Institute,,,Active,,Active UKWA crawl,,253337,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR126,"Centre for Speech Technology Research | University of Edinburgh, The",https://www.cstr.ed.ac.uk/,CAHSS,"Philosophy, Psychology & Language Sciences",Centre/Institute,,,Active,,Active UKWA crawl,,253338,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR127,"Centre for the Study of World Christianity | University of Edinburgh, The",https://www.cswc.div.ed.ac.uk/,CAHSS,Divinity,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR128,"Digital Curation Centre (DCC) | University of Edinburgh, The",https://www.dcc.ac.uk/,CSE,Informatics,Centre/Institute,,,Active,,Active UKWA crawl,,253339,,22/09/2024,Monthly,Capped,Umbrella - manual,
WAR129,"Centre for Research in Digital Education | University of Edinburgh, The",https://www.de.ed.ac.uk/,CAHSS,Education,Centre/Institute,,,Active,,Active UKWA crawl,,253340,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR130,Foot Risk Awareness and Management Education (FRAME) - Diabetes Foot Screening,https://www.diabetesframe.org/,CMVM,UNKNOWN,UNKNOWN,,"Site of a project by the University of Edinburgh, commissioned by Scottish Diabetes Foot Action group and funded by the Scottish Government, to produce an e-learning resource which would help standardise diabetes foot screenings.",Active,,Added to UKWA - AWS,,,,28/02/2025,Annual,Capped,Umbrella - manual,
WAR131,"Eco-Translation Network | University of Edinburgh, The",https://blogs.ed.ac.uk/ecotranslation-network/,CAHSS,LLC,Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,TBD,
WAR132,"Edinburgh Centre for Financial Innovations | University of Edinburgh, The",https://www.ecfi.business-school.ed.ac.uk/,CAHSS,Business,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR133,"Edinburgh Conservation Science (ECOS) | University of Edinburgh, The",https://www.ecos.ac.uk/,CMVM,UNKNOWN,Research activity,,,Active,,Added to UKWA - AWS,,,,,Monthly,Capped,TBD,
WAR134,"University of Edinburgh, The",https://www.ed.ac.uk/,USG,Communications and Marketing,UNKNOWN,,"Website of the University of Edinburgh. The University opened in 1583 and is the sixth-oldest university in continuous use in the English-speaking world. The University is comprised of three Colleges of study: Arts, Humanities, and Social Sciences; Medicine and Veterinary Medicine; and Science and Engineering. It is governed by a tripartite structure comprising the University Court, Senate, and General Council. ",Active,,Active UKWA crawl,3190,253031,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR135,"Academic Services | University of Edinburgh, The",https://www.ed.ac.uk/academic-services/,USG,Student Experience Services,UNKNOWN,,,Retired - redirect,https://registryservices.ed.ac.uk/academic-services,Active UKWA crawl,,253096,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR136,"Bayes Centre | University of Edinburgh, The",https://www.ed.ac.uk/bayes/,CSE,UNKNOWN,Centre/Institute,,,Retired - redirect,https://bayes-centre.ed.ac.uk/,Active UKWA crawl,,253331,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR137,"School of Social and Political Science | University of Edinburgh, The",https://www.sps.ed.ac.uk/,CAHSS,Social & Political Sciences,School,,"The School of Social and Political Science is part of the College of Arts, Humanities and Social Sciences at the University of Edinburgh.",Active,,Active UKWA crawl,,253042,,25/08/2024,Monthly,Capped,Umbrella - auto,Site follows original?
WAR138,"Institute of Cell Biology | University of Edinburgh, The",https://www.ed.ac.uk/biology/cell-biology/,CSE,Biological Sciences,Centre/Institute,,,Retired - redirect,https://biology.ed.ac.uk/cell-biology,Active UKWA crawl,,253594,,03/10/2024,Monthly,Capped,Umbrella - auto,
WAR139,"Centre for Engineering Biology | University of Edinburgh, The",https://www.ed.ac.uk/biology/centre-engineering-biology/,CSE,Biological Sciences,Centre/Institute,,,Retired - redirect,https://biology.ed.ac.uk/centre-engineering-biology,Active UKWA crawl,,253588,,03/10/2024,Monthly,Capped,Umbrella - auto,
WAR140,"Institute for Ecology and Evolution | University of Edinburgh, The",https://www.ed.ac.uk/biology/ecology-evolution/,CSE,Biological Sciences,Centre/Institute,,,Retired - redirect,https://biology.ed.ac.uk/ecology-evolution,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR141,"Institute for Immunology and Infection | University of Edinburgh, The",https://www.ed.ac.uk/biology/immunology-infection/,CSE,Biological Sciences,Centre/Institute,,,Retired - redirect,https://biology.ed.ac.uk/immunology-infection,Active UKWA crawl,,253595,,03/10/2024,Monthly,Capped,Umbrella - auto,
WAR142,"Edinburgh Centre for Research on the Experience of Dementia (ECRED) | University of Edinburgh, The",https://blogs.ed.ac.uk/ecred/,CAHSS,HSS,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,TBD,
WAR143,"UK Centre for Mammalian Synthetic Biology | University of Edinburgh, The",https://www.ed.ac.uk/biology/mammalian-synbio/,CSE,Biological Sciences,Centre/Institute,,,Retired - redirect,https://biology.ed.ac.uk/mammalian-synbio,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR144,"Institute of Molecular Plant Sciences | University of Edinburgh, The",https://www.ed.ac.uk/biology/plant-sciences/,CSE,Biological Sciences,Centre/Institute,,,Retired - redirect,https://biology.ed.ac.uk/plant-sciences,Active UKWA crawl,,253596,,03/10/2024,Monthly,Capped,Umbrella - auto,
WAR145,"Institute of Quantitative Biology, Biochemistry and Biotechnology",https://www.ed.ac.uk/biology/quantitative-biology-biochemistry-biotechnology/,CSE,Biological Sciences,Centre/Institute,,,Retired - redirect,https://biology.ed.ac.uk/quantitative-biology-biochemistry-biotechnology,Added to UKWA - AWS,,,,18/02/2025,Monthly,Capped,Umbrella - auto,
WAR146,"Wellcome Centre for Cell Biology | University of Edinburgh, The",https://www.ed.ac.uk/biology/wcb/,CSE,Biological Sciences,Centre/Institute,,,Retired - redirect,https://biology.ed.ac.uk/drp/structure-and-people/former-wellcome-centre-for-cell-biology,Active UKWA crawl,,253597,,03/10/2024,Monthly,Capped,Umbrella - auto,
WAR147,"Molecular, Genetic and Population Health Sciences, Edinburgh Medical School | University of Edinburgh, The",https://mgphs.ed.ac.uk/,CMVM,"Molecular, Genetic & Population Health Sciences",Department,,,Active,,Active UKWA crawl,,253049,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR148,Edinburgh Cancer Research,https://www.ed.ac.uk/cancer-centre/,CMVM,Clinical Sciences,Centre/Institute,,,Retired - redirect,https://institute-genetics-cancer.ed.ac.uk/research/research-themes/edinburgh-cancer-research,Active UKWA crawl,,253589,,03/10/2024,Monthly,Capped,Umbrella - auto,
WAR149,"Centre for Genomic & Experimental Medicine | University of Edinburgh, The",https://www.ed.ac.uk/centre-genomic-medicine/,CMVM,"Molecular, Genetic & Population Health Sciences",Centre/Institute,,,Retired - redirect,https://institute-genetics-cancer.ed.ac.uk/research/research-themes/centre-for-genomic-experimental-medicine,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR150,"Centre for Reproductive Health | University of Edinburgh, The",https://www.ed.ac.uk/centre-reproductive-health/,CMVM,Clinical Sciences,Centre/Institute,,,Retired - redirect,https://reproductive-health.ed.ac.uk/,Active UKWA crawl,,253590,,03/10/2024,Monthly,Capped,Umbrella - auto,
WAR151,"Royal (Dick) School of Veterinary Studies | University of Edinburgh, The",https://vet.ed.ac.uk/,CMVM,Royal Dick Veterinary Studies,School,,"The Royal (Dick) School of Veterinary Studies is one of the oldest veterinary schools in the world, having been founded in 1823. It comprises a number of specific research hubs and institutes, such as the Roslin Institute, the Jameel Observatory and the Jeanne Marchig International Centre for Animal Welfare Education.",Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR152,"Data Science Education Centre of Excellence (DSE CoE) | University of Edinburgh, The",https://www.ed.ac.uk/data-science/,CSE,Informatics,Centre/Institute,,,Retired - redirect,https://data-science.ed.ac.uk/,Active UKWA crawl,,253592,,03/10/2024,Monthly,Capped,Umbrella - auto,
WAR153,"Intermediality: Literature, Film and the Arts in Dialogue | University of Edinburgh, The",https://blogs.ed.ac.uk/intermediality/,CAHSS,LLC,Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,TBD,
WAR154,"Development and Alumni | University of Edinburgh, The",https://www.ed.ac.uk/development-alumni/,USG,Development and Alumni,Department,,,Retired - redirect,https://development-alumni.ed.ac.uk/,Active UKWA crawl,,253080,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR155,"Biomedical Sciences, Edinburgh Medical School | University of Edinburgh, The",https://www.ed.ac.uk/biomedical-sciences/,CMVM,Biomedical Sciences,Department,,The Deanery of Biomedical Sciences is part of the College of Medicine and Veterinary Medicine at the University of Edinburgh. The Deanery ,Retired - redirect,https://biomedical-sciences.ed.ac.uk/,Active UKWA crawl,,253047,,25/08/2024,Monthly,Capped,Umbrella - auto,
